"entity_id","owner_id","type","pid","shared_cost","repair_cost","water_level","temperature"
"heater-133","settlement","heater","20264","0","0","",""
"kettle-133","settlement","kettle","20265","0","0","",""
"civilian-133","settlement","civilian","30132","0","0","",""
"house-134","owner-house-134","house","10133","0","500","0","-9.579447790281847"
"heater-134","settlement","heater","20266","0","0","",""
"kettle-134","settlement","kettle","20267","0","0","",""
"civilian-134","settlement","civilian","30133","0","0","",""
"house-135","owner-house-135","house","10134","0","500","0","-9.223639336414635"
"heater-135","settlement","heater","20268","0","0","",""
"kettle-135","settlement","kettle","20269","0","0","",""
"civilian-135","settlement","civilian","30134","0","0","",""
"house-136","owner-house-136","house","10135","0","500","0","-9.716813455452211"
"heater-136","settlement","heater","20270","0","0","",""
"kettle-136","settlement","kettle","20271","0","0","",""
"civilian-136","settlement","civilian","30135","0","0","",""
"house-137","owner-house-137","house","10136","0","500","0","-9.611187346745282"
"heater-137","settlement","heater","20272","0","0","",""
"kettle-137","settlement","kettle","20273","0","0","",""
"civilian-137","settlement","civilian","30136","0","0","",""
"house-138","owner-house-138","house","10137","0","500","0","-9.898220515227877"
"heater-138","settlement","heater","20274","0","0","",""
"kettle-138","settlement","kettle","20275","0","0","",""
"civilian-138","settlement","civilian","30137","0","0","",""
"house-139","owner-house-139","house","10138","0","500","0","-9.58217635191977"
"heater-139","settlement","heater","20276","0","0","",""
"kettle-139","settlement","kettle","20277","0","0","",""
"civilian-139","settlement","civilian","30138","0","0","",""
"house-140","owner-house-140","house","10139","0","500","0","-9.561504816752858"
"heater-140","settlement","heater","20278","0","0","",""
"kettle-140","settlement","kettle","20279","0","0","",""
"civilian-140","settlement","civilian","30139","0","0","",""
"house-141","owner-house-141","house","10140","0","500","0","-9.745873358566314"
"heater-141","settlement","heater","20280","0","0","",""
"kettle-141","settlement","kettle","20281","0","0","",""
"civilian-141","settlement","civilian","30140","0","0","",""
"house-142","owner-house-142","house","10141","0","500","0","-9.993381367297843"
"heater-142","settlement","heater","20282","0","0","",""
"kettle-142","settlement","kettle","20283","0","0","",""
"civilian-142","settlement","civilian","30141","0","0","",""
"house-143","owner-house-143","house","10142","0","500","0","-10"
"heater-143","settlement","heater","20284","0","0","",""
"kettle-143","settlement","kettle","20285","0","0","",""
"civilian-143","settlement","civilian","30142","0","0","",""
"house-144","owner-house-144","house","10143","0","500","0","-9.863752407138236"
"heater-144","settlement","heater","20286","0","0","",""
"kettle-144","settlement","kettle","20287","0","0","",""
"civilian-144","settlement","civilian","30143","0","0","",""
"house-145","owner-house-145","house","10144","0","500","0","-9.510666287969798"
"heater-145","settlement","heater","20288","0","0","",""
"kettle-145","settlement","kettle","20289","0","0","",""
"civilian-145","settlement","civilian","30144","0","0","",""
"house-146","owner-house-146","house","10145","0","500","0","-9.663708091131411"
"heater-146","settlement","heater","20290","0","0","",""
"kettle-146","settlement","kettle","20291","0","0","",""
"civilian-146","settlement","civilian","30145","0","0","",""
"house-147","owner-house-147","house","10146","0","500","0","-9.103549215942621"
"heater-147","settlement","heater","20292","0","0","",""
"kettle-147","settlement","kettle","20293","0","0","",""
"civilian-147","settlement","civilian","30146","0","0","",""
"house-148","owner-house-148","house","10147","0","500","0","-9.920369185158052"
"heater-148","settlement","heater","20294","0","0","",""
"kettle-148","settlement","kettle","20295","0","0","",""
"civilian-148","settlement","civilian","30147","0","0","",""
"house-149","owner-house-149","house","10148","0","500","0","-10"
"heater-149","settlement","heater","20296","0","0","",""
"kettle-149","settlement","kettle","20297","0","0","",""
"civilian-149","settlement","civilian","30148","0","0","",""
"house-150","owner-house-150","house","10149","0","500","0","-9.597926760907285"
"heater-150","settlement","heater","20298","0","0","",""
"kettle-150","settlement","kettle","20299","0","0","",""
"civilian-150","settlement","civilian","30149","0","0","",""
"house-151","owner-house-151","house","10150","0","500","0","-9.740827350178733"
"heater-151","settlement","heater","20300","0","0","",""
"kettle-151","settlement","kettle","20301","0","0","",""
"civilian-151","settlement","civilian","30150","0","0","",""
"house-152","owner-house-152","house","10151","0","500","0","-10"
"heater-152","settlement","heater","20302","0","0","",""
"kettle-152","settlement","kettle","20303","0","0","",""
"civilian-152","settlement","civilian","30151","0","0","",""
"house-153","owner-house-153","house","10152","0","500","0","-9.802383169066161"
"heater-153","settlement","heater","20304","0","0","",""
"kettle-153","settlement","kettle","20305","0","0","",""
"civilian-153","settlement","civilian","30152","0","0","",""
"house-154","owner-house-154","house","10153","0","500","0","-9.758505359641276"
"heater-154","settlement","heater","20306","0","0","",""
"kettle-154","settlement","kettle","20307","0","0","",""
"civilian-154","settlement","civilian","30153","0","0","",""
"house-155","owner-house-155","house","10154","0","500","0","-9.46617434732616"
"heater-155","settlement","heater","20308","0","0","",""
"kettle-155","settlement","kettle","20309","0","0","",""
"civilian-155","settlement","civilian","30154","0","0","",""
"house-156","owner-house-156","house","10155","0","500","0","-9.576479877345264"
"heater-156","settlement","heater","20310","0","0","",""
"kettle-156","settlement","kettle","20311","0","0","",""
"civilian-156","settlement","civilian","30155","0","0","",""
"house-157","owner-house-157","house","10156","0","500","0","-10"
"heater-157","settlement","heater","20312","0","0","",""
"kettle-157","settlement","kettle","20313","0","0","",""
"civilian-157","settlement","civilian","30156","0","0","",""
"house-158","owner-house-158","house","10157","0","500","0","-9.251010944368318"
"heater-158","settlement","heater","20314","0","0","",""
"kettle-158","settlement","kettle","20315","0","0","",""
"civilian-158","settlement","civilian","30157","0","0","",""
"house-159","owner-house-159","house","10158","0","500","0","-9.80113259702921"
"heater-159","settlement","heater","20316","0","0","",""
"kettle-159","settlement","kettle","20317","0","0","",""
"civilian-159","settlement","civilian","30158","0","0","",""
"house-160","owner-house-160","house","10159","0","500","0","-9.893297988455743"
"heater-160","settlement","heater","20318","0","0","",""
"kettle-160","settlement","kettle","20319","0","0","",""
"civilian-160","settlement","civilian","30159","0","0","",""
"house-161","owner-house-161","house","10160","0","500","0","-9.519571512471884"
"heater-161","settlement","heater","20320","0","0","",""
"kettle-161","settlement","kettle","20321","0","0","",""
"civilian-161","settlement","civilian","30160","0","0","",""
"house-162","owner-house-162","house","10161","0","500","0","-9.38548429403454"
"heater-162","settlement","heater","20322","0","0","",""
"kettle-162","settlement","kettle","20323","0","0","",""
"civilian-162","settlement","civilian","30161","0","0","",""
"house-163","owner-house-163","house","10162","0","500","0","-10"
"heater-163","settlement","heater","20324","0","0","",""
"kettle-163","settlement","kettle","20325","0","0","",""
"civilian-163","settlement","civilian","30162","0","0","",""
"house-164","owner-house-164","house","10163","0","500","0","-9.41941166203469"
"heater-164","settlement","heater","20326","0","0","",""
"kettle-164","settlement","kettle","20327","0","0","",""
"civilian-164","settlement","civilian","30163","0","0","",""
"house-165","owner-house-165","house","10164","0","500","0","-9.289829996880144"
"heater-165","settlement","heater","20328","0","0","",""
"kettle-165","settlement","kettle","20329","0","0","",""
"civilian-165","settlement","civilian","30164","0","0","",""
"house-166","owner-house-166","house","10165","0","500","0","-9.745060731540434"
"heater-166","settlement","heater","20330","0","0","",""
"kettle-166","settlement","kettle","20331","0","0","",""
"civilian-166","settlement","civilian","30165","0","0","",""
"house-167","owner-house-167","house","10166","0","500","0","-9.464546089060605"
"heater-167","settlement","heater","20332","0","0","",""
"kettle-167","settlement","kettle","20333","0","0","",""
"civilian-167","settlement","civilian","30166","0","0","",""
"house-168","owner-house-168","house","10167","0","500","0","-10"
"heater-168","settlement","heater","20334","0","0","",""
"kettle-168","settlement","kettle","20335","0","0","",""
"civilian-168","settlement","civilian","30167","0","0","",""
"house-169","owner-house-169","house","10168","0","500","0","-9.356726978905499"
"heater-169","settlement","heater","20336","0","0","",""
"kettle-169","settlement","kettle","20337","0","0","",""
"civilian-169","settlement","civilian","30168","0","0","",""
"house-170","owner-house-170","house","10169","0","500","0","-9.546268460224383"
"heater-170","settlement","heater","20338","0","0","",""
"kettle-170","settlement","kettle","20339","0","0","",""
"civilian-170","settlement","civilian","30169","0","0","",""
"house-171","owner-house-171","house","10170","0","500","0","-9.747064772993326"
"heater-171","settlement","heater","20340","0","0","",""
"kettle-171","settlement","kettle","20341","0","0","",""
"civilian-171","settlement","civilian","30170","0","0","",""
"house-172","owner-house-172","house","10171","0","500","0","-9.25303488119971"
"heater-172","settlement","heater","20342","0","0","",""
"kettle-172","settlement","kettle","20343","0","0","",""
"civilian-172","settlement","civilian","30171","0","0","",""
"house-173","owner-house-173","house","10172","0","500","0","-9.50311745190993"
"heater-173","settlement","heater","20344","0","0","",""
"kettle-173","settlement","kettle","20345","0","0","",""
"civilian-173","settlement","civilian","30172","0","0","",""
"house-174","owner-house-174","house","10173","0","500","0","-9.79018451354932"
"heater-174","settlement","heater","20346","0","0","",""
"kettle-174","settlement","kettle","20347","0","0","",""
"civilian-174","settlement","civilian","30173","0","0","",""
"house-175","owner-house-175","house","10174","0","500","0","-9.880029662512243"
"heater-175","settlement","heater","20348","0","0","",""
"kettle-175","settlement","kettle","20349","0","0","",""
"civilian-175","settlement","civilian","30174","0","0","",""
"house-176","owner-house-176","house","10175","0","500","0","-9.825406093266793"
"heater-176","settlement","heater","20350","0","0","",""
"kettle-176","settlement","kettle","20351","0","0","",""
"civilian-176","settlement","civilian","30175","0","0","",""
"house-177","owner-house-177","house","10176","0","500","0","-9.410254103131592"
"heater-177","settlement","heater","20352","0","0","",""
"kettle-177","settlement","kettle","20353","0","0","",""
"civilian-177","settlement","civilian","30176","0","0","",""
"house-178","owner-house-178","house","10177","0","500","0","-9.704923363635316"
"heater-178","settlement","heater","20354","0","0","",""
"kettle-178","settlement","kettle","20355","0","0","",""
"civilian-178","settlement","civilian","30177","0","0","",""
"house-179","owner-house-179","house","10178","0","500","0","-9.810514561831951"
"heater-179","settlement","heater","20356","0","0","",""
"kettle-179","settlement","kettle","20357","0","0","",""
"civilian-179","settlement","civilian","30178","0","0","",""
"house-180","owner-house-180","house","10179","0","500","0","-10"
"heater-180","settlement","heater","20358","0","0","",""
"kettle-180","settlement","kettle","20359","0","0","",""
"civilian-180","settlement","civilian","30179","0","0","",""
"house-181","owner-house-181","house","10180","0","500","0","-9.939358831383288"
"heater-181","settlement","heater","20360","0","0","",""
"kettle-181","settlement","kettle","20361","0","0","",""
"civilian-181","settlement","civilian","30180","0","0","",""
"house-182","owner-house-182","house","10181","0","500","0","-9.61860414664261"
"heater-182","settlement","heater","20362","0","0","",""
"kettle-182","settlement","kettle","20363","0","0","",""
"civilian-182","settlement","civilian","30181","0","0","",""
"house-183","owner-house-183","house","10182","0","500","0","-9.889453911222517"
"heater-183","settlement","heater","20364","0","0","",""
"kettle-183","settlement","kettle","20365","0","0","",""
"civilian-183","settlement","civilian","30182","0","0","",""
"house-184","owner-house-184","house","10183","0","500","0","-9.860077630146407"
"heater-184","settlement","heater","20366","0","0","",""
"kettle-184","settlement","kettle","20367","0","0","",""
"civilian-184","settlement","civilian","30183","0","0","",""
"house-185","owner-house-185","house","10184","0","500","0","-9.509846666362137"
"heater-185","settlement","heater","20368","0","0","",""
"kettle-185","settlement","kettle","20369","0","0","",""
"civilian-185","settlement","civilian","30184","0","0","",""
"house-186","owner-house-186","house","10185","0","500","0","-9.60164091119077"
"heater-186","settlement","heater","20370","0","0","",""
"kettle-186","settlement","kettle","20371","0","0","",""
"civilian-186","settlement","civilian","30185","0","0","",""
"house-187","owner-house-187","house","10186","0","500","0","-9.919109961017966"
"heater-187","settlement","heater","20372","0","0","",""
"kettle-187","settlement","kettle","20373","0","0","",""
"civilian-187","settlement","civilian","30186","0","0","",""
"house-188","owner-house-188","house","10187","0","500","0","-10"
"heater-188","settlement","heater","20374","0","0","",""
"kettle-188","settlement","kettle","20375","0","0","",""
"civilian-188","settlement","civilian","30187","0","0","",""
"house-189","owner-house-189","house","10188","0","500","0","-9.975810336414725"
"heater-189","settlement","heater","20376","0","0","",""
"kettle-189","settlement","kettle","20377","0","0","",""
"civilian-189","settlement","civilian","30188","0","0","",""
"house-190","owner-house-190","house","10189","0","500","0","-9.926070287940092"
"heater-190","settlement","heater","20378","0","0","",""
"kettle-190","settlement","kettle","20379","0","0","",""
"civilian-190","settlement","civilian","30189","0","0","",""
"house-191","owner-house-191","house","10190","0","500","0","-9.35241937940009"
"heater-191","settlement","heater","20380","0","0","",""
"kettle-191","settlement","kettle","20381","0","0","",""
"civilian-191","settlement","civilian","30190","0","0","",""
"house-192","owner-house-192","house","10191","0","500","0","-9.249642535112798"
"heater-192","settlement","heater","20382","0","0","",""
"kettle-192","settlement","kettle","20383","0","0","",""
"civilian-192","settlement","civilian","30191","0","0","",""
"house-193","owner-house-193","house","10192","0","500","0","-9.689189775846899"
"heater-193","settlement","heater","20384","0","0","",""
"kettle-193","settlement","kettle","20385","0","0","",""
"civilian-193","settlement","civilian","30192","0","0","",""
"house-194","owner-house-194","house","10193","0","500","0","-8.972078418591991"
"heater-194","settlement","heater","20386","0","0","",""
"kettle-194","settlement","kettle","20387","0","0","",""
"civilian-194","settlement","civilian","30193","0","0","",""
"house-195","owner-house-195","house","10194","0","500","0","-9.374554719775915"
"heater-195","settlement","heater","20388","0","0","",""
"kettle-195","settlement","kettle","20389","0","0","",""
"civilian-195","settlement","civilian","30194","0","0","",""
"house-196","owner-house-196","house","10195","0","500","0","-9.535480361781083"
"heater-196","settlement","heater","20390","0","0","",""
"kettle-196","settlement","kettle","20391","0","0","",""
"civilian-196","settlement","civilian","30195","0","0","",""
"house-197","owner-house-197","house","10196","0","500","0","-9.746915149502456"
"heater-197","settlement","heater","20392","0","0","",""
"kettle-197","settlement","kettle","20393","0","0","",""
"civilian-197","settlement","civilian","30196","0","0","",""
"house-198","owner-house-198","house","10197","0","500","0","-9.228232204215601"
"heater-198","settlement","heater","20394","0","0","",""
"kettle-198","settlement","kettle","20395","0","0","",""
"civilian-198","settlement","civilian","30197","0","0","",""
"house-199","owner-house-199","house","10198","0","500","0","-9.494568078080192"
"heater-199","settlement","heater","20396","0","0","",""
"kettle-199","settlement","kettle","20397","0","0","",""
"civilian-199","settlement","civilian","30198","0","0","",""
"house-200","owner-house-200","house","10199","0","500","0","-9.441182503127493"
"heater-200","settlement","heater","20398","0","0","",""
"kettle-200","settlement","kettle","20399","0","0","",""
"civilian-200","settlement","civilian","30199","0","0","",""
"house-201","owner-house-201","house","10200","0","500","0","-9.705608801916242"
"heater-201","settlement","heater","20400","0","0","",""
"kettle-201","settlement","kettle","20401","0","0","",""
"civilian-201","settlement","civilian","30200","0","0","",""
"house-202","owner-house-202","house","10201","0","500","0","-9.547001905972138"
"heater-202","settlement","heater","20402","0","0","",""
"kettle-202","settlement","kettle","20403","0","0","",""
"civilian-202","settlement","civilian","30201","0","0","",""
"house-203","owner-house-203","house","10202","0","500","0","-10"
"heater-203","settlement","heater","20404","0","0","",""
"kettle-203","settlement","kettle","20405","0","0","",""
"civilian-203","settlement","civilian","30202","0","0","",""
"house-204","owner-house-204","house","10203","0","500","0","-9.511543975677341"
"heater-204","settlement","heater","20406","0","0","",""
"kettle-204","settlement","kettle","20407","0","0","",""
"civilian-204","settlement","civilian","30203","0","0","",""
"house-205","owner-house-205","house","10204","0","500","0","-9.842394377104938"
"heater-205","settlement","heater","20408","0","0","",""
"kettle-205","settlement","kettle","20409","0","0","",""
"civilian-205","settlement","civilian","30204","0","0","",""
"house-206","owner-house-206","house","10205","0","500","0","-10"
"heater-206","settlement","heater","20410","0","0","",""
"kettle-206","settlement","kettle","20411","0","0","",""
"civilian-206","settlement","civilian","30205","0","0","",""
"house-207","owner-house-207","house","10206","0","500","0","-9.255544445477426"
"heater-207","settlement","heater","20412","0","0","",""
"kettle-207","settlement","kettle","20413","0","0","",""
"civilian-207","settlement","civilian","30206","0","0","",""
"house-208","owner-house-208","house","10207","0","500","0","-9.783876382512972"
"heater-208","settlement","heater","20414","0","0","",""
"kettle-208","settlement","kettle","20415","0","0","",""
"civilian-208","settlement","civilian","30207","0","0","",""
"house-209","owner-house-209","house","10208","0","500","0","-10"
"heater-209","settlement","heater","20416","0","0","",""
"kettle-209","settlement","kettle","20417","0","0","",""
"civilian-209","settlement","civilian","30208","0","0","",""
"house-210","owner-house-210","house","10209","0","500","0","-9.993252706248313"
"heater-210","settlement","heater","20418","0","0","",""
"kettle-210","settlement","kettle","20419","0","0","",""
"civilian-210","settlement","civilian","30209","0","0","",""
"house-211","owner-house-211","house","10210","0","500","0","-9.845239536836743"
"heater-211","settlement","heater","20420","0","0","",""
"kettle-211","settlement","kettle","20421","0","0","",""
"civilian-211","settlement","civilian","30210","0","0","",""
"house-212","owner-house-212","house","10211","0","500","0","-9.115547856898047"
"heater-212","settlement","heater","20422","0","0","",""
"kettle-212","settlement","kettle","20423","0","0","",""
"civilian-212","settlement","civilian","30211","0","0","",""
"house-213","owner-house-213","house","10212","0","500","0","-10"
"heater-213","settlement","heater","20424","0","0","",""
"kettle-213","settlement","kettle","20425","0","0","",""
"civilian-213","settlement","civilian","30212","0","0","",""
"house-214","owner-house-214","house","10213","0","500","0","-9.319261076743715"
"heater-214","settlement","heater","20426","0","0","",""
"kettle-214","settlement","kettle","20427","0","0","",""
"civilian-214","settlement","civilian","30213","0","0","",""
"house-215","owner-house-215","house","10214","0","500","0","-10"
"heater-215","settlement","heater","20428","0","0","",""
"kettle-215","settlement","kettle","20429","0","0","",""
"civilian-215","settlement","civilian","30214","0","0","",""
"house-216","owner-house-216","house","10215","0","500","0","-9.693575060926378"
"heater-216","settlement","heater","20430","0","0","",""
"kettle-216","settlement","kettle","20431","0","0","",""
"civilian-216","settlement","civilian","30215","0","0","",""
"house-217","owner-house-217","house","10216","0","500","0","-9.978416084777564"
"heater-217","settlement","heater","20432","0","0","",""
"kettle-217","settlement","kettle","20433","0","0","",""
"civilian-217","settlement","civilian","30216","0","0","",""
"house-218","owner-house-218","house","10217","0","500","0","-9.961358979111537"
"heater-218","settlement","heater","20434","0","0","",""
"kettle-218","settlement","kettle","20435","0","0","",""
"civilian-218","settlement","civilian","30217","0","0","",""
"house-219","owner-house-219","house","10218","0","500","0","-9.789876041933894"
"heater-219","settlement","heater","20436","0","0","",""
"kettle-219","settlement","kettle","20437","0","0","",""
"civilian-219","settlement","civilian","30218","0","0","",""
"house-220","owner-house-220","house","10219","0","500","0","-9.864156946307048"
"heater-220","settlement","heater","20438","0","0","",""
"kettle-220","settlement","kettle","20439","0","0","",""
"civilian-220","settlement","civilian","30219","0","0","",""
"house-221","owner-house-221","house","10220","0","500","0","-9.555872870609164"
"heater-221","settlement","heater","20440","0","0","",""
"kettle-221","settlement","kettle","20441","0","0","",""
"civilian-221","settlement","civilian","30220","0","0","",""
"house-222","owner-house-222","house","10221","0","500","0","-9.827443120069802"
"heater-222","settlement","heater","20442","0","0","",""
"kettle-222","settlement","kettle","20443","0","0","",""
"civilian-222","settlement","civilian","30221","0","0","",""
"house-223","owner-house-223","house","10222","0","500","0","-9.56682490487583"
"heater-223","settlement","heater","20444","0","0","",""
"kettle-223","settlement","kettle","20445","0","0","",""
"civilian-223","settlement","civilian","30222","0","0","",""
"house-224","owner-house-224","house","10223","0","500","0","-10"
"heater-224","settlement","heater","20446","0","0","",""
"kettle-224","settlement","kettle","20447","0","0","",""
"civilian-224","settlement","civilian","30223","0","0","",""
"house-225","owner-house-225","house","10224","0","500","0","-9.815452770795673"
"heater-225","settlement","heater","20448","0","0","",""
"kettle-225","settlement","kettle","20449","0","0","",""
"civilian-225","settlement","civilian","30224","0","0","",""
"house-226","owner-house-226","house","10225","0","500","0","-9.475885095191188"
"heater-226","settlement","heater","20450","0","0","",""
"kettle-226","settlement","kettle","20451","0","0","",""
"civilian-226","settlement","civilian","30225","0","0","",""
"house-227","owner-house-227","house","10226","0","500","0","-9.573303625686094"
"heater-227","settlement","heater","20452","0","0","",""
"kettle-227","settlement","kettle","20453","0","0","",""
"civilian-227","settlement","civilian","30226","0","0","",""
"house-228","owner-house-228","house","10227","0","500","0","-9.933030609739944"
"heater-228","settlement","heater","20454","0","0","",""
"kettle-228","settlement","kettle","20455","0","0","",""
"civilian-228","settlement","civilian","30227","0","0","",""
"house-229","owner-house-229","house","10228","0","500","0","-10"
"heater-229","settlement","heater","20456","0","0","",""
"kettle-229","settlement","kettle","20457","0","0","",""
"civilian-229","settlement","civilian","30228","0","0","",""
"house-230","owner-house-230","house","10229","0","500","0","-9.671814717003144"
"heater-230","settlement","heater","20458","0","0","",""
"kettle-230","settlement","kettle","20459","0","0","",""
"civilian-230","settlement","civilian","30229","0","0","",""
"house-231","owner-house-231","house","10230","0","500","0","-10"
"heater-231","settlement","heater","20460","0","0","",""
"kettle-231","settlement","kettle","20461","0","0","",""
"civilian-231","settlement","civilian","30230","0","0","",""
"house-232","owner-house-232","house","10231","0","500","0","-9.592456897487864"
"heater-232","settlement","heater","20462","0","0","",""
"kettle-232","settlement","kettle","20463","0","0","",""
"civilian-232","settlement","civilian","30231","0","0","",""
"house-233","owner-house-233","house","10232","0","500","0","-9.224646226037294"
"heater-233","settlement","heater","20464","0","0","",""
"kettle-233","settlement","kettle","20465","0","0","",""
"civilian-233","settlement","civilian","30232","0","0","",""
"house-234","owner-house-234","house","10233","0","500","0","-9.88539010740351"
"heater-234","settlement","heater","20466","0","0","",""
"kettle-234","settlement","kettle","20467","0","0","",""
"civilian-234","settlement","civilian","30233","0","0","",""
"house-235","owner-house-235","house","10234","0","500","0","-9.776058469666168"
"heater-235","settlement","heater","20468","0","0","",""
"kettle-235","settlement","kettle","20469","0","0","",""
"civilian-235","settlement","civilian","30234","0","0","",""
"house-236","owner-house-236","house","10235","0","500","0","-9.8247202669736"
"heater-236","settlement","heater","20470","0","0","",""
"kettle-236","settlement","kettle","20471","0","0","",""
"civilian-236","settlement","civilian","30235","0","0","",""
"house-237","owner-house-237","house","10236","0","500","0","-9.160040378570557"
"heater-237","settlement","heater","20472","0","0","",""
"kettle-237","settlement","kettle","20473","0","0","",""
"civilian-237","settlement","civilian","30236","0","0","",""
"house-238","owner-house-238","house","10237","0","500","0","-10"
"heater-238","settlement","heater","20474","0","0","",""
"kettle-238","settlement","kettle","20475","0","0","",""
"civilian-238","settlement","civilian","30237","0","0","",""
"house-239","owner-house-239","house","10238","0","500","0","-10"
"heater-239","settlement","heater","20476","0","0","",""
"kettle-239","settlement","kettle","20477","0","0","",""
"civilian-239","settlement","civilian","30238","0","0","",""
"house-240","owner-house-240","house","10239","0","500","0","-9.605623050243594"
"heater-240","settlement","heater","20478","0","0","",""
"kettle-240","settlement","kettle","20479","0","0","",""
"civilian-240","settlement","civilian","30239","0","0","",""
"house-241","owner-house-241","house","10240","0","500","0","-9.76635886868462"
"heater-241","settlement","heater","20480","0","0","",""
"kettle-241","settlement","kettle","20481","0","0","",""
"civilian-241","settlement","civilian","30240","0","0","",""
"house-242","owner-house-242","house","10241","0","500","0","-8.801812734804116"
"heater-242","settlement","heater","20482","0","0","",""
"kettle-242","settlement","kettle","20483","0","0","",""
"civilian-242","settlement","civilian","30241","0","0","",""
"house-243","owner-house-243","house","10242","0","500","0","-9.555409636348486"
"heater-243","settlement","heater","20484","0","0","",""
"kettle-243","settlement","kettle","20485","0","0","",""
"civilian-243","settlement","civilian","30242","0","0","",""
"house-244","owner-house-244","house","10243","0","500","0","-9.523394158459269"
"heater-244","settlement","heater","20486","0","0","",""
"kettle-244","settlement","kettle","20487","0","0","",""
"civilian-244","settlement","civilian","30243","0","0","",""
"house-245","owner-house-245","house","10244","0","500","0","-9.975636674556881"
"heater-245","settlement","heater","20488","0","0","",""
"kettle-245","settlement","kettle","20489","0","0","",""
"civilian-245","settlement","civilian","30244","0","0","",""
"house-246","owner-house-246","house","10245","0","500","0","-9.570500505738892"
"heater-246","settlement","heater","20490","0","0","",""
"kettle-246","settlement","kettle","20491","0","0","",""
"civilian-246","settlement","civilian","30245","0","0","",""
"house-247","owner-house-247","house","10246","0","500","0","-9.499405939131975"
"heater-247","settlement","heater","20492","0","0","",""
"kettle-247","settlement","kettle","20493","0","0","",""
"civilian-247","settlement","civilian","30246","0","0","",""
"house-248","owner-house-248","house","10247","0","500","0","-9.799478342873044"
"heater-248","settlement","heater","20494","0","0","",""
"kettle-248","settlement","kettle","20495","0","0","",""
"civilian-248","settlement","civilian","30247","0","0","",""
"house-249","owner-house-249","house","10248","0","500","0","-10"
"heater-249","settlement","heater","20496","0","0","",""
"kettle-249","settlement","kettle","20497","0","0","",""
"civilian-249","settlement","civilian","30248","0","0","",""
"house-250","owner-house-250","house","10249","0","500","0","-9.947829362587072"
"heater-250","settlement","heater","20498","0","0","",""
"kettle-250","settlement","kettle","20499","0","0","",""
"civilian-250","settlement","civilian","30249","0","0","",""
"house-251","owner-house-251","house","10250","0","500","0","-9.981515178456903"
"heater-251","settlement","heater","20500","0","0","",""
"kettle-251","settlement","kettle","20501","0","0","",""
"civilian-251","settlement","civilian","30250","0","0","",""
"house-252","owner-house-252","house","10251","0","500","0","-9.821980054257438"
"heater-252","settlement","heater","20502","0","0","",""
"kettle-252","settlement","kettle","20503","0","0","",""
"civilian-252","settlement","civilian","30251","0","0","",""
"house-253","owner-house-253","house","10252","0","500","0","-9.802841573953629"
"heater-253","settlement","heater","20504","0","0","",""
"kettle-253","settlement","kettle","20505","0","0","",""
"civilian-253","settlement","civilian","30252","0","0","",""
"house-254","owner-house-254","house","10253","0","500","0","-9.699775226647034"
"heater-254","settlement","heater","20506","0","0","",""
"kettle-254","settlement","kettle","20507","0","0","",""
"civilian-254","settlement","civilian","30253","0","0","",""
"house-255","owner-house-255","house","10254","0","500","0","-9.935944758355618"
"heater-255","settlement","heater","20508","0","0","",""
"kettle-255","settlement","kettle","20509","0","0","",""
"civilian-255","settlement","civilian","30254","0","0","",""
"house-256","owner-house-256","house","10255","0","500","0","-10"
"heater-256","settlement","heater","20510","0","0","",""
"kettle-256","settlement","kettle","20511","0","0","",""
"civilian-256","settlement","civilian","30255","0","0","",""
"house-257","owner-house-257","house","10256","0","500","0","-9.523694950621575"
"heater-257","settlement","heater","20512","0","0","",""
"kettle-257","settlement","kettle","20513","0","0","",""
"civilian-257","settlement","civilian","30256","0","0","",""
"house-258","owner-house-258","house","10257","0","500","0","-9.497601553681307"
"heater-258","settlement","heater","20514","0","0","",""
"kettle-258","settlement","kettle","20515","0","0","",""
"civilian-258","settlement","civilian","30257","0","0","",""
"house-259","owner-house-259","house","10258","0","500","0","-9.847914784913883"
"heater-259","settlement","heater","20516","0","0","",""
"kettle-259","settlement","kettle","20517","0","0","",""
"civilian-259","settlement","civilian","30258","0","0","",""
"house-260","owner-house-260","house","10259","0","500","0","-9.497473542694934"
"heater-260","settlement","heater","20518","0","0","",""
"kettle-260","settlement","kettle","20519","0","0","",""
"civilian-260","settlement","civilian","30259","0","0","",""
"house-261","owner-house-261","house","10260","0","500","0","-9.50543951522559"
"heater-261","settlement","heater","20520","0","0","",""
"kettle-261","settlement","kettle","20521","0","0","",""
"civilian-261","settlement","civilian","30260","0","0","",""
"house-262","owner-house-262","house","10261","0","500","0","-9.982618882553652"
"heater-262","settlement","heater","20522","0","0","",""
"kettle-262","settlement","kettle","20523","0","0","",""
"civilian-262","settlement","civilian","30261","0","0","",""
"house-263","owner-house-263","house","10262","0","500","0","-9.025456425733864"
"heater-263","settlement","heater","20524","0","0","",""
"kettle-263","settlement","kettle","20525","0","0","",""
"civilian-263","settlement","civilian","30262","0","0","",""
"house-264","owner-house-264","house","10263","0","500","0","-9.750156908063218"
"heater-264","settlement","heater","20526","0","0","",""
"kettle-264","settlement","kettle","20527","0","0","",""
"civilian-264","settlement","civilian","30263","0","0","",""
"house-265","owner-house-265","house","10264","0","500","0","-8.651797217782587"
"heater-265","settlement","heater","20528","0","0","",""
"kettle-265","settlement","kettle","20529","0","0","",""
"civilian-265","settlement","civilian","30264","0","0","",""
